Title;Company;Location;Date;Link
Analista Funcional e Suporte;AdvanceCare, S.A.;Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/analista-funcional-e-suporte-at-advancecare-s-a-2718218753?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=qFodiQkJh9yvKAccR0Ak%2BA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Credit Strategy Analyst;Banco Finantia;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/credit-strategy-analyst-at-banco-finantia-2717374491?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=2RetOQ%2BMdIWHXoURMZaBog%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de dados;Blend Euro;Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/analista-de-dados-at-blend-euro-2714792538?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=Zc7jxJiygdlpjpWJyPnclw%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (Lisboa);HASHTAG PEOPLE;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/analista-funcional-lisboa-at-hashtag-people-2719805616?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=AAA%2FQzpJfonzFMXQoWCmWg%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Noesis;Lisboa, Lisboa, Portugal;Há 4 horas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-noesis-2723763031?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=%2B9vdvXlWdmfu6LJ%2BROig8Q%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional Júnior (m/f);ADENTIS;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-j%C3%BAnior-m-f-at-adentis-2688534344?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=nR5SPfBBTLFrgfPH%2BZdWaQ%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Estágio | Analista de negócio;SIVA;Azambuja, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/est%C3%A1gio-analista-de-neg%C3%B3cio-at-siva-2719282847?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=wqDoKHEmZkflIqrtyf7k7g%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista de Investimento e Originação;Norfin, SGOIC - Sociedade Gestora de Organismos de Investimento Coletivo;Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-de-investimento-e-origina%C3%A7%C3%A3o-at-norfin-sgoic-sociedade-gestora-de-organismos-de-investimento-coletivo-2717507800?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=wg0VWYJxLMNIVTJL77HTLQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional Jr. (m/f);Rumos Serviços;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-jr-m-f-at-rumos-servi%C3%A7os-2690692659?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=ONvVmap9zeRPiyHxa94vpg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (M/F);IT People Innovation;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-it-people-innovation-2718485661?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=LG6RBjjybRdA0xJCyxPnqg%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (M/F);AFFINITY Portugal;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-affinity-portugal-2500816681?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=PwCjzBVxEOYbaU1yqFKLfA%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (M/F);IT People Innovation;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-it-people-innovation-2720947351?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=W0wW9L0f6uuC6LbvJx0H3Q%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista/Developer (Junior);Axians Portugal;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-developer-junior-at-axians-portugal-2714933553?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=mXnanNzy1lnFfWYH7hGrQw%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional (M/F);IT People Innovation;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-it-people-innovation-2718489307?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=MGMvdlfvVsaPzRXIOkQtag%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional;NEX T Engineering;Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-at-nex-t-engineering-2706624952?refId=ofykX1JU0rEQ%2BkJ%2BD%2F9Kww%3D%3D&trackingId=oPWOllIDoP9nnrCvI6%2BxLg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Analista Funcional Junior (Estágio);BABEL;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-funcional-junior-est%C3%A1gio-at-babel-2717394936?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=sffDJg0XfsFUOKWd7RTFCA%3D%3D&position=1&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Negócio (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-de-neg%C3%B3cio-m-f-%3F-lisboa-at-ankix-2723778344?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=x6wO%2BzpVZRk28OGC1WF%2Frw%3D%3D&position=2&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Testes;Digital Business;Concelho, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/analista-de-testes-at-digital-business-2698432334?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=cb23IUOKFFYZcq55zKs9dA%3D%3D&position=3&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional (Tagus Park);HASHTAG PEOPLE;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-tagus-park-at-hashtag-people-2718532910?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=0ue9mD6POiKVSGgQS5tXyg%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional Júnior (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-j%C3%BAnior-m-f-at-askblue-2718214442?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=mVVWpZnPSE9F7EUKraiACQ%3D%3D&position=5&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional;Mind Source;Lisboa, Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/analista-funcional-at-mind-source-2722880686?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=KJt1WiWezaY9YaaedOiiAQ%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Bee Engineering ICT;Lisboa, Lisboa, Portugal;Há 1 dia;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-bee-engineering-ict-2722400568?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=94CJyPaQWNsGZGUFKkGOJA%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Dixtior;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-dixtior-2716475359?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=VJv%2FCq3xGqDEWpbjsPipbw%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Sistemas;Emel;Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-de-sistemas-at-emel-2721069175?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=Q48lpCKYMwdxxpp3%2B6slJw%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Crédito Empresas_Lisboa;NewSpring Services;Lisboa, Lisboa, Portugal;Há 2 dias;https://pt.linkedin.com/jobs/view/analista-de-cr%C3%A9dito-empresas-lisboa-at-newspring-services-2722429297?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=s0qcoWz2wrLkXARRLcol7Q%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional Documentação (m/f);ADENTIS;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-documenta%C3%A7%C3%A3o-m-f-at-adentis-2686565574?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=ikA2T7hWGgaEdeH35OIqhQ%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Crédito Empresas_Lisboa;NewSpring Services;Lisboa, Lisboa, Portugal;Há 4 dias;https://pt.linkedin.com/jobs/view/analista-de-cr%C3%A9dito-empresas-lisboa-at-newspring-services-2719699679?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=aSMehecSZreQEVjB9Kmm0Q%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Dados - Telecomunicações;EGOR;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-de-dados-telecomunica%C3%A7%C3%B5es-at-egor-2721268319?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=Xh64W3s4IFpuvxhEFZVRPg%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional;Reloading;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-at-reloading-2687741763?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=qo5DUdIud8l9r4j5dTeHZg%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
Anúncio de emprego: Analista de Gestão;ChefPanda;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/an%C3%BAncio-de-emprego-analista-de-gest%C3%A3o-at-chefpanda-2707529504?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=mHVO94Te9%2BZG4qVr9diJxg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista BRM (Junior);Axians Portugal;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-brm-junior-at-axians-portugal-2714933631?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=L2qgJfV3SbsBjsu%2BUHWA5Q%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Reloading;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-reloading-2684830398?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=q8UkewQ19jL5wltvLWDpOw%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Negócio (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-de-neg%C3%B3cio-m-f-%3F-lisboa-at-ankix-2718267128?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=wPeNV2ht1DirAmRUFw4MOw%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card
Consultor/a Analista Funcional (m/f);INOVA+;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/consultor-a-analista-funcional-m-f-at-inova%2B-2701776611?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=FTOuYoPVL7ij9jaGg%2BZJIQ%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional;Decskill;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-at-decskill-2718529298?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=YUSEXXulK1%2Bp85TR26o5Uw%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional Jr/Suporte Aplicacional;Rumos Serviços;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-jr-suporte-aplicacional-at-rumos-servi%C3%A7os-2716696022?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=cgb3Ro6RFNmTAUXtOJozYw%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Marketing Relacional (M/F);Wyser;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/analista-de-marketing-relacional-m-f-at-wyser-2713101661?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=aBxGj4wIY23aaRGdDRahcQ%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista de Moratórias (M/F) Lagoas Park;Heading Recursos Humanos Moçambique;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-de-morat%C3%B3rias-m-f-lagoas-park-at-heading-recursos-humanos-mo%C3%A7ambique-2723772725?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=aOQNalxDHg4HlUN6%2BbWMjA%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional - Lisboa;KnowledgeWorks;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-lisboa-at-knowledgeworks-2709336828?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=SEo9NobBTezRBKfOg5aKCg%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Químico Adjunto (M/F);GRUPO INTELAC;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-qu%C3%ADmico-adjunto-m-f-at-grupo-intelac-2718213747?refId=lrGRS6UDLeKz4vu0b8BZ2g%3D%3D&trackingId=sq1wV4kNxHM91TD1VhuTBA%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
Analista Funcional Júnior (M/F);AskBlue;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-funcional-j%C3%BAnior-m-f-at-askblue-2720947472?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=ftZH6GZZ1SpPLrbfUEieNA%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional;Rumos Serviços;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-at-rumos-servi%C3%A7os-2688752447?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=fRCWTdNf8scJChlHUoNvnw%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista de Segurança Económica (M/F);Auchan Retail Portugal;Oeiras, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-de-seguran%C3%A7a-econ%C3%B3mica-m-f-at-auchan-retail-portugal-2706435276?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=DCkbx5ygq%2B5qrvowLd93ZQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);Rumos Serviços;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-rumos-servi%C3%A7os-2688532600?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=mQN%2F6Qly5DAG6VeNiM2V9Q%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Quimico;Synergie Portugal;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/analista-quimico-at-synergie-portugal-2703075302?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=fa8HceSPAijTUTQatw58rg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (A) [716];Axians Portugal;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/analista-funcional-a-716-at-axians-portugal-2688797402?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=TU3JMdwz0zO3oS%2FKpe60pg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional;BOLD by Devoteam;Lisboa, Lisboa, Portugal;Há 3 meses;https://pt.linkedin.com/jobs/view/analista-funcional-at-bold-by-devoteam-1581913483?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=77%2BDgJqYkQcR6y%2B4LbLBoQ%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
Oferta: Analista funcional (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 4 semanas;https://pt.linkedin.com/jobs/view/oferta-analista-funcional-m-f-at-boost-it-2721506601?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=kVqxaDgeYtcm26ThGsSsNA%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);WithYou Consulting;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-withyou-consulting-2718481619?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=0I2JNof8L1Ce7mv9y9w9oQ%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional - Lisboa - (M/F);Noesis SA;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-lisboa-m-f-at-noesis-sa-2718470919?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=mhOvR1EAXz3T3whiT5U4TA%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional;Decskill;Lisboa, Lisboa, Portugal;Há 3 dias;https://pt.linkedin.com/jobs/view/analista-funcional-at-decskill-2720956043?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=h98%2FVMev6ZVfYe4KhXBEMQ%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f);ADENTIS;Lisboa, Lisboa, Portugal;Há 1 mês;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-at-adentis-2686563812?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=VI%2B6FY5VM4yyy1idskR59A%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional;BOLD by Devoteam;Lisboa, Portugal;Há 9 horas;https://pt.linkedin.com/jobs/view/analista-funcional-at-bold-by-devoteam-2723664457?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=YIGjQqQZhuQhrRzfP7eocw%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional Jr/Suporte Aplicacional (m/f);Rumos Serviços;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/analista-funcional-jr-suporte-aplicacional-m-f-at-rumos-servi%C3%A7os-2720925786?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=bJWb%2BaQrtfq6jHKFrPN3kA%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
Oferta de emprego: Analista funcional (m/f);Boost IT;Lisboa, Lisboa, Portugal;Há 2 meses;https://pt.linkedin.com/jobs/view/oferta-de-emprego-analista-funcional-m-f-at-boost-it-2695399508?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=uh6kLDPZaO64zrLxYPSqPA%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
Consultor Funcional;Step Ahead CONSULTING - TECNOLOGIAS DE INFORMAÇÃO, S.A.;Lisboa, Lisboa, Portugal;Há 6 dias;https://pt.linkedin.com/jobs/view/consultor-funcional-at-step-ahead-consulting-tecnologias-de-informa%C3%A7%C3%A3o-s-a-2718214736?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=7scn5I2X8olBCPc10wUO0g%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
Operador/Analista de Gestão de Acessos;Inoweiser;Lisboa, Lisboa, Portugal;Há 1 semana;https://pt.linkedin.com/jobs/view/operador-analista-de-gest%C3%A3o-de-acessos-at-inoweiser-2713026069?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=T301cY6yRgz3umeAcOHJBw%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (m/f) ? Lisboa;Ankix;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/analista-funcional-m-f-%3F-lisboa-at-ankix-2723777410?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=k5QUZq9iz51FjANu%2BFZGYA%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
Analista Funcional (A) [716];Axianspt;Lisboa, Lisboa, Portugal;Há 3 semanas;https://pt.linkedin.com/jobs/view/analista-funcional-a-716-at-axianspt-2701162734?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=v%2BPR1LIL5c5nveH2ivNXxw%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
OpenSpring: Recuta Analista Funcional;OpenSpring Portugal;Lisboa, Lisboa, Portugal;Há 19 horas;https://pt.linkedin.com/jobs/view/openspring-recuta-analista-funcional-at-openspring-portugal-2723777124?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=8%2BUFgiMY%2Bj149v8%2FQ4VlsQ%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
ANALISTA DE QA;WAFENIX;Lisboa, Lisboa, Portugal;Há 2 semanas;https://pt.linkedin.com/jobs/view/analista-de-qa-at-wafenix-2718848629?refId=8ZnYeKwS2rJH6PpamYFV%2FQ%3D%3D&trackingId=bFGkZstfBa7bGKVAgMvVzg%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
